esp	nah
consentido	tetlauelkaki
consentimiento	tetlauelkakilistli
desarmado	tetlauitskapitli
repartidor	tetlaxexeluiani
adulterio	tetlaximalistli
respuesta	tetlaxinilistli
adultero	tetlaxinki
servido	tetlayekotili
servicio	tetlayekotilistli
servidor	tetlayekotini
acompañamiento	tetlayelistli
purgatorio	tetlechipaualoyan
acongojado	tetlokoli
continuación	tetokalistli
seguidor	tetokatiutli
continuo	tetokayo
continuamente	tetokayotika
llamado	tetokayotili
llamamiento	tetokayotilistli
cementerio	tetokoyan
molesto	tetolini
molestía	tetolinilistli
alma	tetonali
concierto	tetoskanamiktilistli
piedrecillas	tetoton
instancia	tetototsalistli
esterilizar	tetsaka
esterilizado	tetsakali
esteríl	tetsakatl
esterilizado	tetsakatli
cacaraquear	tetsatsi
castástrofe	tetsauistli
hazaña	tetsauitl
tuberculosis	tetsaukokolistli
aventurero	tetsauyo
aventura	tetsauyotl
retención	tetsikolistli
cascajo	tetsikueuali
retorcido	tetsilmali
retorcer	tetsilmalia
torcer	tetsilua
triquina	tetsiuitl
urano	tetskantsontli
tezontle	tetsontli
mamey	tetsontsapotl
enlazado	tetsonuili
enlazarse	tetsonuilia
enlace	tetsonuilistli
rapado	tetsonximali
freidora	tetsonyokaxitl
nosotros	teuan-
nosotros	teuantin
incorparado	teuantlapoutli
usted	teuantsin
tú	teuatl
rigurosamente	teuelotika
hacia	teuikpa
botella	teuiloapastli
vidrio	teuilotl
alemán	teutontekatl
alemán	teutontlakatl
alemania	teutotitlan
alemán	teutotl
polvoso	teuyo
tejas	texan
auditorio	texankali
difamado	texiktlasali
barbero	teximani
granizar	texiui
granizo	texiuitl
granizada	texiuitli
adolorido	texiutlati
arándano	texokapolin
arándano	texokapolkuauitl
tejolote	texolotl
cirugía	texotlatisilistli
cirujano	texotlatisitl
masa	textli
amasar	texui
regimiento	teyakanalistli
regente	teyakanani
regido	teyakanatli
realeza	teyakankayotl
armas	teyaochiualistli
soldado	teyaotlani
avaricia	teyaouakalistli
tentación	teyeyekoyotl
movimiento	teyoleualistli
movido	teyoleutli
inspiración	teyoliteotilistli
amonestado	teyolmaxilitili
amonestación	teyolmaxilitilistli
consejo	teyolnonotsalistli
inspirado	teyolotili
inspiración	teyolotilistli
demolido	teyouaski
contrario	teyouki
tu	ti-
plaza	tiamikoyan
tendero	tianamakak
tendero	tiankiski
eeuu	tika
acostumbrar	tiknemitia
acostumbrado	tiknemitili
jalado	tilantok
engrosado	tilautli
áspero	tiliktik
apretar	tilinia
modista	tilmachiuki
boutique	tilmakali
telar	tilmaloyan
alfiler	tilmasoani
andrajo	tilmasoli
vestido	tilmauatl
auditorio	timoualkoyan
tinacal	tinkali
ostión	tisikaxitl
medico	tisitl
veterinario	tisiyolkani
medicina	tisiyotl
tititl	tititl
mensajero	titlanekuili
enviar	titlani
embajador	titlantli
augurio	titsauitl
vamos	tiuej
vamos	tiui
lagrimal	tixkuilchili
diarrea	tixtli
valiente	tiyakautli
anegado	tlaaki
blanqueado	tlaauitekki
ver	tlachia
ingenioso	tlachialiani
ventanal	tlachialoyan
adobar	tlachichia
vestuario	tlachichiualoyan
clip	tlachichtli
confirmado	tlachikauali
confirmación	tlachikaualistli
fornido	tlachikautli
raspador	tlachiki
raspado	tlachikili
raspadura	tlachikilistli
funesto	tlachikochiutli
sereno	tlachipauatonali
abatible	tlachitlasaki
acomedido	tlachiuak
conservado	tlachiuali
conservación	tlachiualistli
taller	tlachiualkali
obra	tlachiutli
adivino	tlachixki
taxco	tlachko
visión	tlachkottalistli
barrido	tlachpantitok
barrido	tlachpantli
portería	tlachtiloyan
pelota	tlachtli
previsión	tlachtopaittalistli
ensangrentado	tlaesotili
sufrir	tlaijiyoua
sufrimiento	tlaijiyoualistli
sufrido	tlaijiyouani
padecimiento	tlaijiyouilistli
material	tlailiuischiutli
abreviado	tlailochtili
abreviatura	tlailochtilistli
acierto	tlaipantilistli
acosado	tlaisiuitili
destrucción	tlaispololistli
blanqueado	tlaistali
resfrío	tlaitstililistli
aderezado	tlaixamili
electo	tlaixketsali
conocimiento	tlaixmatilistli
rasguñado	tlaixmomotsoli
rasguño	tlaixmomotsolistli
novio	tlaixnamik
conocimiento	tlaixnematilistli
presente	tlaixpantili
presencia	tlaixpanyotl
embarrada	tlaixpepechilotl
embarrado	tlaixpepecholi
cepillado	tlaixpetlauali
destrozado	tlaixpololi
destrozo	tlaixpololistli
destructor	tlaixpoloni
tumba	tlajkili
mitad	tlajko
tlacotalpan	tlajkotlalpan
ecuador	tlajkotlaltikpan
mediodía	tlajkotonali
mediodía	tlajkotonalpan
parte	tlajkotonyotl
escrito	tlajkuiloli
escritura	tlajkuilolistli
villano	tlajpaliuik
adentro	tlajtek
hablante	tlajto
hablar	tlajtoa
bocina	tlajtoaki
códice	tlajtoamatl
gobernante	tlajtoani
monterrey	tlajtoantepek
consejo	tlajtokalistli
generosidad	tlajtokamekayotl
virrey	tlajtokateixiptlak
reinar	tlajtokati
nación	tlajtokayotl
nobles	tlajtoke
traducido	tlajtokuepalili
poeta	tlajtokuikani
declamación	tlajtokuikayotl
diccionarios	tlajtolamoxtin
diccionario	tlajtolamoxtli
palabra	tlajtoli
embajador	tlajtolikik
contradictorio	tlajtolilochtiani
contradicción	tlajtolilochtilistli
habla	tlajtolistli
embajada	tlajtolkali
traducido	tlajtolkuepantli
letra	tlajtolmachiotl
gramatical	tlajtolmachtiki
alfabeto	tlajtolmelaukan
consejo	tlajtolnamikilistli
vocabulario	tlajtololistli
glosario	tlajtolsentilistli
verso	tlajtolyochitl
humanos	tlakaj
recalcado	tlakakatsali
saturación	tlakakatsalistli
hábil	tlakakini
auditorio	tlakakoayan
accesorio	tlakakoskatl
rendido	tlakalaki
pecho	tlakalakili
encarcelado	tlakaltikautli
antropomorfo	tlakamachiyo
obediencia	tlakamatiyotl
identificación	tlakamatlakuilotontli
obediencia	tlakamatli
gente	tlakamej
parentesco	tlakamekayotl
barbasco	tlakamojeuetl
adelgazar	tlakanaua
adelgazado	tlakanautli
pala	tlakanoni
criollo	tlakapiltik
domar	tlakasiui
domado	tlakasiuki
domador	tlakasiutiani
albino	tlakatastali
diablo	tlakatekolotl
diabólico	tlakatekoloyotl
religiosamente	tlakateoyotika
nacer	tlakati
patria	tlakatian
navidad	tlakatilisiluitl
engendro	tlakatilistli
fecundar	tlakatiltia
hombre	tlakatl
director	tlakatlajtoani
republicano	tlakatlajtokayo
republica	tlakatlajtokayotl
matemático	tlakatlapouayo
avestruz	tlakatototl
caballero	tlakatsintli
amo	tlakauak
olvidado	tlakauali
sobra	tlakaualotl
impedido	tlakaualtili
gigante	tlakaueyak
espacioso	tlakauili
bisonte	tlakaxolotl
libertad	tlakaxoukayotl
liberado	tlakaxoxoutili
antropología	tlakayomatilistli
antropólogo	tlakayomatini
degollado	tlakechtenkili
engañado	tlakeloli
ropa	tlakemitl
taparse	tlakentia
columnata	tlaketsamimili
mordedura	tlaketsomalistli
alquilar	tlakeua
contrato	tlakeuali
contratación	tlakeualistli
contrato	tlakeuayotl
encalado	tlakilili
sacado	tlakixtili
jubilado	tlaknelili
taco	tlako
lanza	tlakochtli
lisiado	tlakokoli
odio	tlakokolistli
revoltura	tlakokoltilistli
escalador	tlakoni
mimbre	tlakoselik
vara	tlakotl
esclavo	tlakotli
encogido	tlakototsoli
banco	tlakoualokoyan
depresión	tlakoyalistli
agujerito	tlakoyokton
tlacoyo	tlakoyotl
roído	tlakuakuatli
enojado	tlakualanili
panera	tlakualchikiuitl
alimentación	tlakuali
restaurante	tlakualkoyan
comido	tlakualo
comedor	tlakualoyan
anfitrión	tlakuanotski
invitado	tlakuanotstli
tlacuache	tlakuatl
tlacuache	tlakuatsin
peine	tlakuauastli
apoyo	tlakuaunapalolistli
tala	tlakuauuitekilistli
cambio	tlakuepalistli
retorno	tlakuepayolistli
cantante	tlakuikak
orquesta	tlakuikalistli
esculpido	tlakuikuitl
escultura	tlakuikuiyotl
pintor	tlakuilo
escribir	tlakuiloa
historial	tlakuiloli
figura	tlakuilomachiotl
pintura	tlakuiloyotl
arrebatado	tlakuitiuetsiani
arrebato	tlakuitiuetsilistli
cuidar	tlakuitlauia
regañado	tlakuitsoli
regaño	tlakuitsolistli
ganso	tlalalakatl
sotano	tlalankali
silo	tlalankueskomatl
terrateniente	tlalej
terratenientes	tlalejke
tierra	tlali
cacahuate	tlalkakauatl
camote	tlalkamojtli
abundante	tlalkiuak
babosa	tlalkonetl
transladar	tlalkuapa
transladado	tlalkuapalili
mapa	tlalmachiotl
topografía	tlalmatilistli
acordarse	tlalnamiki
recuerdo	tlalnamikilistli
pasaporte	tlalnemiamoxtli
remembrar	tlalnemiktia
acometido	tlalnepanualtilistli
chamanismo	tlalnetokayotl
protestante	tlalnetoki
acatólico	tlalnetokini
protestantismo	tlalnetokixtianayotl
protestante	tlalnetokixtiani
protestantísmo	tlalnetokiyotl
bienaventuranza	tlalnokpilualistli
neptuno	tlaloktli
larva	tlalomitl
ocelote	tlaloselotl
país	tlalpan
tlapan	tlalpan
suelo	tlalpantli
soplado	tlalpitstli
conquistador	tlalpoloani
contaminación	tlalpopochtli
sedentarismo	tlalsematilistli
sedentario	tlalsematilo
sorber	tlalteki
terraplen	tlalteli
escombrado	tlaltepeuali
azadón	tlaltepostli
pisón	tlalteuiloni
mundo	tlaltikpak
mundano	tlaltikpakayo
catolicismo	tlaltikpakixtianayotl
católico	tlaltikpakixtiani
tierra	tlaltikpaktli
sembradío	tlaltoktli
cepa	tlaltsontli
archipiélago	tlaluake
lampiño	tlalueltik
tropiezo	tlaluitekilistli
cantárida	tlalxikipili
administrar	tlamachia
maña	tlamachilistli
mañoso	tlamachini
impresora	tlamachiotilamakaxitl
marcado	tlamachiotili
marca	tlamachiotilistli
pesar	tlamachiua
trazo	tlamachiualistli
artesano	tlamachki
alumno	tlamachtili
enseñanza	tlamachtilistli
escuela	tlamachtilkali
escuela	tlamachtilkalko
aprendido	tlamachtilo
alumnos	tlamachtiltin
labor	tlamachtli
manga	tlamaitl
sabio	tlamakatsintli
libertad	tlamakitilistli
conducido	tlamalakayanili
conducción	tlamalakayanilistli
dirigido	tlamalaualili
enderezado	tlamalautli
prensa	tlamalistli
fonda	tlamaluiloni
barrena	tlamamaliuani
descargado	tlamamaltemoui
descargar	tlamamaltemouia
descarga	tlamamaltemouilistli
cargado	tlamamatl
grada	tlamamatlatl
espanto	tlamamauilistli
espantoso	tlamamautini
espantoso	tlamamautli
logro	tlamamitsolistli
sacrificar	tlamana
templo	tlamanakali
sacrificado	tlamanaki
legislatura	tlamanakistli
ofrenda	tlamanali
sacrificio	tlamanalistli
costumbre	tlamanatilistli
crucifición	tlamanayotl
costumbre	tlamanilistli
costumbre	tlamanitilistli
sosiego	tlamantikanilistli
cosa	tlamantli
apretado	tlamapikili
romería	tlamaseualnemilistli
dichoso	tlamaseuani
monaguillo	tlamasteokaltoni
catedrático	tlamatilistemachtiani
catedral	tlamatilisteokali
ciencia	tlamatilistli
sabiduría	tlamatilistli
casino	tlamatilkali
científico	tlamatini
sabio	tlamatini
sabios	tlamatinimej
sabio	tlamatkatsintli
paz	tlamatkayelistli
sabio	tlamatki
partera	tlamatkitisitl
empuje	tlamatopeualistli
admiración	tlamatsauilistli
campeón	tlamauichiuani
maravilloso	tlamauisoli
logrado	tlamauitsoli
engrandecido	tlamauitsotili
engrandecimiento	tlamauitsotilistli
temor	tlamautilistli
ahorcado	tlamekanili
acabar	tlami
matador	tlamiktiani
lisiado	tlamiktili
fin	tlamilistli
otero	tlamimiloli
garrocha	tlamiminaloni
finalista	tlamini
flechador	tlaminki
nublado	tlamixtentok
fertilidad	tlamochiualistli
despegarse	tlamoleui
desprendimiento	tlamoleutli
enjabonado	tlamoluili
desprendido	tlamomoleutli
esparcir	tlamotla
esparcido	tlamotlali
centella	tlamoyotl
embutido	tlanakasali
escuadra	tlanakasanoni
cuadro	tlanakasantli
engordado	tlanakayotili
serenidad	tlanaliuilistli
sereno	tlanaliutimati
tendero	tlanamakak
tienda	tlanamakiskali
acordar	tlanamiki
encajado	tlanamiktili
podado	tlanateki
mensajero	tlanauatili
adelgazamiento	tlanauilistli
silvar	tlanchiki
chiflador	tlanchikini
silvido	tlanchikitli
reducido	tlanechikoli
recogimiento	tlanechikolistli
voluntad	tlanekilistli
contratación	tlanekuilolistli
mezclado	tlaneloli
agitador	tlaneloni
probado	tlaneltilili
firma	tlaneltiloni
libertad	tlanemakayotl
liberación	tlanemaktilistli
libre	tlanemani
curiosidad	tlanematkachiualistli
curioso	tlanematkachiuani
revuelto	tlanemeloli
despejado	tlanemikan
especulativo	tlanemiliani
especulado	tlanemilili
acuerdo	tlanemililistli
especulación	tlanemilistli
deseoso	tlanenekini
comparado	tlanenelili
definido	tlanesemixnauali
definición	tlanesemixnaualistli
amanecer	tlanesi
amanecer	tlaneskayotl
ventana	tlanexilotl
relucido	tlanextili
brillo	tlanextli
pedir	tlania
anafrodisia	tlaniktilistli
odontología	tlankopinalistli
dentista	tlankopinani
conseguido	tlanokpiliuili
disciplinado	tlanonotsali
informador	tlanonotsaliani
información	tlanonotsalistli
contado	tlanonotsalo
informado	tlanonotsatli
dentista	tlanotonaki
odontología	tlanotonakilistli
apresiar	tlanteyotia
apresiado	tlanteyotili
dentista	tlantisitl
triste	tlaokoxki
tristeza	tlaokoyalistli
agusanado	tlaokuili
alhóndiga	tlaosentlatiloyan
empanada	tlaoyotl
pastel	tlaoyotlaxkali
velo	tlapachiukayotl
esconder	tlapachoa
apretado	tlapacholi
paciencia	tlapakkaijyotl
tlapala	tlapalan
mantel	tlapalchiukayotl
ayudante	tlapaleuiani
teñidura	tlapalistli
coloreado	tlapalo
colorear	tlapaloa
saludo	tlapalolistli
pantalla	tlapaloni
colorante	tlapalsoltik
valiente	tlapaltik
firmemente	tlapaltilistika
pintarse	tlapaluia
ventaja	tlapanauilistli
desván	tlapanko
acertado	tlapantili
descubridor	tlapantlasaliani
descubierto	tlapantlasalili
descubrimiento	tlapantlasalistli
compuesto	tlapatili
remedío	tlapatilistli
trueque	tlapatiotl
ensanchamiento	tlapatlaualistli
exprimida	tlapatskitl
abollado	tlapatsoli
abolladura	tlapatsolistli
esfera	tlapayoltik
cuadro	tlapayotl
andamio	tlapechtli
cama	tlapechtli
cerramiento	tlapepecholistli
embravecido	tlapepeualtili
desnudo	tlapetlautli
conquistado	tlapeuali
fantasma	tlapeuiloni
conquistado	tlapeutli
almacén	tlapiakali
guardado	tlapiali
guardián	tlapiani
simular	tlapikia
simulado	tlapikili
forjadura	tlapikilistli
fingido	tlapiktli
defecto	tlapilchiualistli
torre	tlapilkoyan
arete	tlapiloli
aumentar	tlapiluia
trompeta	tlapitsalkuakuauitl
soplón	tlapitsani
globo	tlapitsaxikipili
policía	tlapixki
germinado	tlapixoli
germinación	tlapixolistli
trío	tlapiyekuikalistli
número	tlapoali
numeración	tlapoalistli
puntaje	tlapoalmachiotl
calculadora	tlapoaloni
dominó	tlapoapatolistli
sumido	tlapolaktili
conquistador	tlapoloani
destructor	tlapopoloani
destruido	tlapopololi
doblez	tlapostektli
apareamiento	tlapotilistli
número	tlapouali
numeración	tlapoualistli
matemáticas	tlapoualmatilistli
matemático	tlapoualmatini
abertura	tlapouilistli
contaduría	tlapoukayotl
contado	tlapoutli
vaso	tlapoutli
crepúsculo	tlapoyauak
betún	tlasaloloni
enseñar	tlasaloltia
aprender	tlasaloua
derribado	tlasatli
tostado	tlasektli
admitido	tlaselili
recibimiento	tlaselilistli
determinar	tlaselmiluia
determinado	tlaselmiluili
determinación	tlaselmiluilistli
registro	tlasemachtilistli
comerciante	tlasemanki
propuesta	tlasemijtoli
propósito	tlasemijtolistli
heredero	tlasemololo
prospero	tlasempaktiani
orden	tlasempoualistli
adornado	tlasenkauali
disposición	tlasenkaualistli
adorno	tlasenkauatli
sazón	tlasenkauyotl
despojar	tlasenkuilia
despojado	tlasenkuilili
despojo	tlasenkuilistli
renegado	tlasentelchiuani
inventario	tlasentlaliamatl
frescura	tlasesekatl
resfriado	tlaseselili
resfrío	tlaseselilistli
enfriado	tlaseseuili
frescura	tlaseseyalistli
invierno	tlaseseyan
invernal	tlaseseyotl
cubierta	tlaseualuili
apagador	tlaseuiani
extintor	tlaseuiloni
cansado	tlasiauitili
acoso	tlasijiuilistli
solicitado	tlasiuitili
solicitud	tlasiuitilistli
tendido	tlaskutli
agradecido	tlasojkamatili
agradecimiento	tlasojkamatilistli
amor	tlasojtlalistli
amable	tlasojtli
basura	tlasoli
edificio	tlasolili
reuma	tlasolistli
rastrillo	tlasoloni
basurero	tlasolyokan
costurera	tlasomani
ensartado	tlasosotli
sobajado	tlasotlautli
desplegar	tlasoua
desplegado	tlasouali
despliegue	tlasoualistli
puntada	tlatakauitsoli
rosa	tlataleualtik
procurador	tlataluiani
dimensión	tlatamachili
medida	tlatamachilistli
báscula	tlatamachioualoni
diamante	tlatayatl
acusante	tlateixpauiani
acuerdo	tlateixpauili
servicio	tlatekalistli
ordenado	tlatekpanali
concierto	tlatekpanalistli
despreciado	tlatelchiuali
maldición	tlatelchiualistli
buscado	tlatemoali
buscador	tlatemoani
examinado	tlatemolili
busqueda	tlatemolistli
espiración	tlatemonilistli
descendido	tlatemouili
digestión	tlatemouilistli
difamador	tlatenaualoni
promesa	tlateneualistli
consagrado	tlateochiuali
bendición	tlateochiualistli
protestante	tlateokixtiani
pagano	tlateotokani
endurecido	tlatepitsaualuili
enrejado	tlateposchayauali
imprenta	tlateposkuiloli
reloj	tlatepostlamachotiloni
esponjado	tlatesouili
esponja	tlatesouilistli
tupido	tlatetepacholi
espeso	tlatetsauak
queso	tlatetsautli
estorbo	tlatetsikolistli
tostador	tlateuatsani
majadero	tlatexoni
almidón	tlatexotl
esconder	tlatia
ciencia	tlatilismatilistli
científico	tlatilismatini
señor	tlatiuani
riqueza	tlatkilistli
publicación	tlatkinamakilistli
inmueble	tlatkitl
rico	tlatkiuak
arder	tlatla
repartido	tlatlachikouili
quemado	tlatlak
diablos	tlatlakatekolo
franco	tlatlakatl
atraído	tlatlakouiloni
ahorro	tlatlakuittalistli
ahorrador	tlatlakuittani
fabricante	tlatlaliani
establecido	tlatlalili
establecimiento	tlatlalilistli
medidor	tlatlamachioki
enriquecido	tlatlamachtili
quebrado	tlatlapantli
aumentado	tlatlapiluali
clave	tlatlapololistli
llave	tlatlapoloni
tiro	tlatlasalistli
tocer	tlatlasi
escondido	tlatlatili
secreto	tlatlatili
quemadura	tlatlatilistli
escondrijo	tlatlatiloyan
quemada	tlatlatl
ruego	tlatlautilistli
quiebre	tlatlaxamanilistli
acompañante	tlatlayeni
engrandecido	tlatleyotili
engrandecimiento	tlatleyotilistli
tlacoyo	tlatloyotl
mayorazgo	tlatokapilatkitl
rodrigón	tlatokilotl
contradecir	tlatolilochtia
foto	tlatolkuapali
aconsejado	tlatolnamiktli
desenrollado	tlatomatli
desterreado	tlatotokili
desterrado	tlatotoktli
desenvuelto	tlatotomali
desenvuelto	tlatotontli
tinieblas	tlatoualotl
puerta	tlatsakuilotl
impedido	tlatsikoli
campanero	tlatsiliniani
campana	tlatsilinilistli
campana	tlatsilinitepostli
palpar	tlatsinkilia
introducido	tlatsintili
introducción	tlatsintilistli
chillón	tlatsistli
sostenido	tlatsitskili
pereza	tlatsiualistli
perezoso	tlatsiui
ocioso	tlatsiuini
holgazán	tlatsiuki
trastornado	tlatsonikketsatili
trastorno	tlatsonikketsatli
sastre	tlatsonki
sentencia	tlatsonkilistli
jurídico	tlatsontekilili
jurisdicción	tlatsontekilistli
fuero	tlatsontekoyan
sentenciado	tlatsontektli
inflación	tlatsontilistli
cosido	tlatsontli
abundancia	tlatsotlakilistli
música	tlatsotsonalotl
músico	tlatsotsonki
lazado	tlatsouasilpili
asado	tlatsoyoli
asador	tlatsoyoloni
frito	tlatsoyonili
sartén	tlatsoyoniloni
obligado	tlatsoyotili
obligación	tlatsoyotilistli
atento	tlatta
desierto	tlauakapanixtlaluak
borrachera	tlauanilistli
borracho	tlauanki
taza	tlauanoni
curtido	tlauantli
soldado	tlauapauali
soldadura	tlauapauatilistli
rodrigón	tlauapauilotl
fornido	tlauapautli
nervioso	tlauatik
nervioso	tlauatini
nervio	tlauatl
nervioso	tlauayo
diferido	tlauejkatlaxtli
detenido	tlauejkauak
muy	tlauel
bravo	tlauele
loco	tlauelilok
moldad	tlauelilokayotl
prometido	tlauelittali
gusto	tlauelittalistli
rechazado	tlauelkaki
petición	tlauelkaktli
vengarse	tlauelkixtia
venganza	tlauelkixtilistli
enojo	tlauelmikilistli
otoño	tlauetsi
otoñal	tlauetsiyok
amanecer	tlaui
iluminar	tlauia
remedar	tlauika
llevado	tlauikali
tlahuica	tlauikatl
alumbrar	tlauilia
psiquiatra	tlauililokani
esquizofrenia	tlauililokayotl
psiquiatría	tlauililolistli
iluminación	tlauilistli
claro	tlauilo
vela	tlauilokotl
era	tlauiltekoyan
herida	tlauitektli
óxido	tlauitl
marrón	tlautik
oxidado	tlauyo
enladrillado	tlaxamixkalmantli
cubo	tlaxantetektli
distintamente	tlaxexelostika
gotera	tlaxikalistli
puntal	tlaxilotl
engañar	tlaxima
hacha	tlaximaltepostli
entretejido	tlaxipepanoli
desollado	tlaxipeutli
circuncidado	tlaxipinkuatekini
desecho	tlaxitinili
desordenado	tlaxitinilili
desorden	tlaxitinilistli
cobrador	tlaxitoki
cobranza	tlaxitokilistli
escardado	tlaxiutlasoli
tlascalate	tlaxkalatl
panera	tlaxkalchikiuitl
dona	tlaxkalkoltontli
junípero	tlaxkatl
encantado	tlaxochiuili
brasíer	tlaxochtli
gratitud	tlaxokamalkayotl
torniquete	tlaxoktli
cuenca	tlaxomoli
rebanada	tlaxoxotli
criatura	tlayakoxtli
curtido	tlayamali
entibiado	tlayamanili
temple	tlayamanilistli
abrigado	tlayamanixtimani
curtidor	tlayapixkik
espedido	tlayekoli
servidor	tlayekotiloni
podador	tlayektiani
podado	tlayektili
inventado	tlayokoxtli
fábrica	tlayokoyan
ofendido	tlayolitlakolili
confeción	tlayolmelaualistli
paciente	tlayolotepitsuili
paciencia	tlayolotepitsuilistli
pronosticado	tlayolteouili
pronostico	tlayolteouilistli
oscurecer	tlayoua
rodar	tlayoualochtia
rodante	tlayoualochtiani
tinieblas	tlayoualotl
invento	tlayouili
castigo	tlayouilistli
amparado	tlayuali
estufa	tleamanali
cerillo	tleamatl
encendedor	tlechiualoni
qué	tlein
subir	tleko
disentería	tlekoasiuilistli
cuesta	tlekoayan
subirse	tlekouia
subido	tlekouili
reventar	tlekueponi
reventado	tlekueponili
reventón	tlekueponilistli
quemar	tlekuesalotia
flama	tlemauatl
llamarada	tlemiauatl
chispa	tlemoyotl
lumbre	tlenextli
cualquier	tlensaso
tardío	tleotlakuili
cerillo	tlesakatl
quemar	tletia
fuego	tletl
encender	tletlalia
encendido	tletlalili
lumbrera	tleuilotl
tinta	tlili
bibliografía	tlilmachiamoxtli
grafía	tlilmachiotl
punto	tliltetl
nuestro	to-
caracol	tochakatl
conejito	tochkonetl
conejos	tochtin
conejillos	tochtoton
nombre	tokaitl
firmar	tokatlalia
firma	tokatlalistli
adjetivo	tokatlasenkaketl
sembradío	tokatli
firmado	tokayotlilneltili
sembradío	tokilistli
colmillo	tokuatlak
fortaleza	tolchikaualistli
junco	toli
anemia	tolichtli
junco	tolin
toloache	toloatsin
espadaña	tolpatlaktli
academia	toltekali
artista	toltekatl
madroño	tomaiskitl
suelto	tomaloni
oruga	tomaokuili
oruga	tomaokuilin
tomate	tomatl
gordo	tomauak
gordura	tomauakayotl
muslo	tomaxak
músculo	tometstli
adinerado	tominyi
alimento	tonakatotl
anatomía	tonakayolistli
calendario	tonalamatl
reloj	tonalmachiotl
asolearse	tonalmiki
bronceado	tonalmikki
zodoacal	tonalo
calendario	tonalpoualamoxtli
calendario	tonalpouali
asoleado	tonaluili
sol	tonati
sol	tonatiu
occidente	tonatiuikalakian
cirrostrato	tonatiukali
asoleamiento	tonatiulistli
solar	tonatiuyo
escalofrío	tonauik
venus	tonkitl
venus	tonkitli
entonces	tons
cabecera	tontsontlan
tiesto	topalkatl
fantasia	topalnemilistli
juez	topilej
cintura	topitsauayan
bebedor	topokatl
turín	torin
tuza	tosan
velador	tosoani
vigilia	tosolistli
trasero	toteputsko
estomago	totlatlakuayan
escaramuza	totokatl
desterrar	totokki
pluma	totolakatl
gallina	totoli
gallina	totolin
gallinaza	totolkuitlatl
curioso	totolpaltini
gallinero	totoltepankali
gallinas	totoltin
desatado	totomak
aves	totomej
calor	totomilistli
abotonar	totomiliui
totonaco	totonakatl
caliente	totonik
veracruzano	totonikatekatl
cálido	totonki
calentura	totonkilistli
dorado	totopoktli
tutotepec	tototepek
adelantar	tototsa
dorar	totpoa
tubérculo	totstli
tractor	traktori
zacahuil	tsakauili
pirámide	tsakuali
atajar	tsakuilia
lírio	tsakuxochitl
zanate	tsanatl
rapaz	tsantlauelilok
platano	tsapaloli
platanero	tsapalolkuauitl
platano	tsapalotl
zapotal	tsapokuauitlan
pitáhaya	tsaponochtli
sillón	tsatsasikpali
romper	tsatsayania
gritar	tsatsi
sonido	tsatsilistli
pregonado	tsatsini
ayunar	tsaua
fibra	tsayanatl
cepillo	tsekauastli
sacudido	tsetseloli
colador	tsetseloni
detenido	tsikauki
brincar	tsikuini
brinco	tsikuinilistli
cristal	tsilichtetl
murciélago	tsinakantli
rabadilla	tsinchocholi
celulitis	tsinkestamali
peine	tsinkuauastli
rajadura	tsinkueuali
nalga	tsintamali
cimiento	tsintetl
principio	tsintilistli
nalga	tsintli
terremoto	tsintsinkalistli
pinzón	tsintson
pinzón	tsintsontototl
descocer	tsitoma
sollozar	tsitsikuinoa
repicar	tsitsilitsa
diabólico	tsitsimilo
demonios	tsitsimimej
demonio	tsitsimitl
adeherir	tsitsini
sollozo	tsitsisiunolistli
sostener	tsitskia
laurel	tsitsokuauitl
angosto	tsoltik
coser	tsoma
cempasúchil	tsompanxochitl
sombrero	tsonakauili
almohada	tsonikpali
canas	tsonistali
cabellera	tsonkali
terminar	tsonkisa
termino	tsonkisalistli
gripa	tsonpili
gripa	tsonpinilistli
depilación	tsontekistli
cabeza	tsontekomatl
calavera	tsontekotl
pelo	tsontli
cabellos	tsontsontin
cima	tsonyotl
dulce	tsopeli
verruga	tsotsokatl
paraguas	tsotsomajkiajpaleui
golpear	tsotsona
torpe	tsotsonak
sucio	tsoyok
asar	tsoyonia
frito	tsoyonki
túnez	tunisia
tunecino	tunisiatl
turco	turkatl
turquía	turkia
turco	turkitekatl
turkmenistán	turmenistania
turmenistaní	turmenistaniatl
tuza	tusan
tuvalu	tuvalu
u	u
dueño	uakak
dueños	uakake
guacal	uakali
acanalado	uakaltik
vaca	uakaxi
venir	uala
adviento	ualalistli
llegada	ualalistli
salir	ualkistia
porvenir	ualkistli
traer	ualuika
y	uan
tablilla	uapaltontli
transporte	uasnenki
aparato	uastli
zarzamora	uatsaktli
ladrido	uaualolistli
trazar	uauana
oaxaqueño	uaxyakatl
oaxaqueño	uaxyatekatl
guajolota	ueitotolin
pavos	ueixolomej
lejos	uejka
distante	uejkateitstika
cónsul	uejkatitlantli
consulado	uejkatlajtolkali
televisión	uekaixipkaxitl
soberano	uekapak
antigüedad	uekayotl
muy	uel
acudir	uelamati
recurrido	uelamatini
sandía	ueleyatl
rico	uelik
sentido	uelikamatilistli
suavisante	uelikayo
suavidad	uelikayotl
poder	ueliti
capaz	uelitini
poder	uelitiyotl
gustar	uelitta
aparecido	uelittaloni
aceptar	uelkaki
apreciado	uelkamatili
aprecio	uelkamatilistli
apuesto	uelnesi
finado	uelomik
finado	uelomiki
lenguaje	ueltlajtoli
